,internal_id,uniprot_id,external_id
5355,RIM13,Q03792,CPL1 YMR154C YM8520.03C
5356,RPO31,P04051,RPC1 RPC160 YOR116C O3254 YOR3254C
5357,RPS17B,P14127,RP51B YDR447C
5358,RPS16A,P0CX51,RP61R YMR143W YM9375.12
5359,RTP1,Q12751,YMR185W YM8010.15
5360,MRPS28,P21771,YDR337W D9651.3
5361,MRP4,P32902,MRP4A YHL004W
5362,AI5_ALPHA,Q9ZZX1,I-SCEIV Q0070
5363,SEC5,P89102,YDR166C YD8358.20C YD9489.01C
5364,SOP4,P39543,YJL192C J0351
5365,SPP382,Q06411,CCF8 NTR1 YLR424W
5366,SPO71,Q03868,YDR104C YD8557.13c
5367,SNA2,P56508,YDR525W-A YDR525BW
5368,SGD1,Q06132,YLR336C
5369,SIR2,P06700,MAR1 YDL042C D2714
5370,OSH3,P38713,YHR073W
5371,PAU7,P39545,YAR020C
5372,PET130,P47065,YJL023C J1282
5373,QCR8,P08525,YJL166W J0526
5374,RAD5,P32849,REV2 SNM2 YLR032W
5375,RPL37B,P51402,RPL35B YDR500C D9719.6
5376,YBR238C,P38330,YBR1608
5377,RPM2,Q02773,YML091C
5378,RNA14,P25298,YMR061W YM9796.14
5379,MRPL40,P36534,YPL173W
5380,MRPL7,P36519,YDR237W YD8419.04
5381,MRPL39,P36533,YML009C YM9571.09C
5382,RPS15,Q01855,RPS21 YOL040C
5383,RSC8,P43609,SWH3 YFR037C
5384,RSC9,Q03124,YML127W YM4987.08
5385,RPS3,P05750,SUF14 YNL178W N1653
5386,SMX2,P40204,SNP2 YFL017W-A YFL017Bw
5387,SCM4,P32564,YGR049W
5388,SAN1,P22470,YDR143C YD2943.02C
5389,SET4,P42948,YJL105W J0819
5390,SEC7,P11075,YDR170C YD9395.01C YD9489.05C
5391,IRR1,P40541,SCC3 YIL026C
5392,SEI1,Q06058,FLD1 YLR404W
5393,SEN15,Q04675,YMR059W YM9796.12
5394,FRQ1,Q06389,NCS1 YDR373W D9481.6
5395,QNS1,P38795,YHR074W
5396,BUR6,P40096,NCB1 YER159C
5397,MYO5,Q04439,YMR109W YM9718.08
5398,NKP2,Q06162,YLR315W
5399,NOB1,Q08444,YOR056C YOR29-07
5400,PAU21,P0CE86,YOR394W
5401,PCC1,Q3E833,YKR095W-A
5402,PFA5,Q03289,YDR459C
5403,PFY1,P07274,PFY PRF1 YOR122C O3275 YOR3275C
5404,RPP1A,P05318,L12EIIA RPA1 RPLA1 YDL081C
5405,MRPL32,P25348,YCR003W YCR041 YCR3W
5406,MRPL8,P22353,YJL063C HRD238 J1125
5407,MRPL6,P32904,YHR147C
5408,RRN5,Q02983,YLR141W L3165 L9606.3
5409,SDS23,P53172,YGL056C
5410,AI3,P03877,ENS3 I-SCEIII Q0060
5411,SET6,Q12529,YPL165C P2545
5412,SEC62,P21825,YPL094C LPG14C
5413,TDA7,P53882,YNL176C N1661
5414,SLD7,Q08457,YOR060C YOR29-11
5415,SLT2,Q00772,MPK1 YHR030C
5416,SPC110,P32380,NUF1 XCM1 YDR356W D9476.3
5417,SIR4,P11978,ASD1 STE9 UTH2 YDR227W YD9934.12
5418,SNN1,P48232,YNL086W N2254
5419,HAS1,Q03532,YMR290C
5420,YKL133C,P36066,
5421,OPY1,P38271,YBR129C YBR1004
5422,PEX1,P24004,PAS1 YKL197C
5423,PET54,P10834,YGR222W G8527
5424,PRY2,P36110,YKR013W YK111
5425,PRE9,P23638,PRS5 YGR135W
5426,RIX7,Q07844,YLL034C
5427,RKM4,Q12504,RMS1 SET7 YDR257C YD9320A.07C
5428,RMD8,P43620,YFR048W
5429,RPA34,P47006,YJL148W J0637
5430,RNA15,P25299,YGL044C
5431,RPB10,P22139,YOR210W
5432,RPI1,P23250,YIL119C
5433,RPP1,P38786,YHR062C
5434,RRS1,Q08746,YOR294W
5435,RRP12,Q12754,YPL012W
5436,RRP1,P35178,YDR087C D4478
5437,RSM10,Q03201,YDR041W YD6888.03
5438,SAC3,P46674,LEP1 YDR159W YD8358.13
5439,SCH9,P11792,KOM1 YHR205W
5440,SCP160,P06105,HX YJL080C J1017
5441,SEC39,Q12745,DSL3 YLR440C
5442,SEM1,O94742,DSH1 YDR363W-A
5443,SFP1,P32432,YLR403W L8084.4
5444,SPC25,P40014,YER018C
5445,SLH1,P53327,YGR271W G9365
5446,SNT1,P25357,YCR033W YCR33W YCR592
5447,MSO1,P53604,YNR049C N3457
5448,NCA3,P46955,YJL116C J0748
5449,NAT2,P37293,YGR147C G6630
5450,NAT1,P12945,AAA1 YDL040C D2720
5451,NNK1,P36003,YKL171W YKL635
5452,NMA1,Q06178,YLR328W L8543.16
5453,NOP53,Q12080,YPL146C LPI2C P2610
5454,OST3,P48439,YOR085W YOR3124W
5455,OPI1,P21957,YHL020C
5456,PDR5,P33302,LEM1 STS1 YDR1 YOR153W
5457,RMD6,P39975,YEL072W
5458,RNH202,Q05635,YDR279W
5459,RPN2,P32565,SEN3 YIL075C
5460,YER010C,P40011,
5461,RRT15,Q3E811,YLR162W-A smORF483
5462,MUD1,P32605,YBR119W YBR0915
5463,YHC1,Q05900,YLR298C L8003.21
5464,MRPS12,P53732,YNR036C N3298
5465,SEC12,P11655,SED2 YNR026C N3244
5466,SEC17,P32602,YBL050W YBL0505 YBL0517
5467,SET3,P36124,YKR029C
5468,SEG2,P34250,YKL105C YKL459
5469,SDH3,P33421,CYB3 YKL141W YKL4
5470,SEF1,P34228,YBL066C YBL0501 YBL0526
5471,SEN34,P39707,YAR008W FUN4
5472,PTM1,P32857,YKL039W YKL252
5473,PST2,Q12335,YDR032C D3422 YD9673.02C
5474,QDR2,P40474,YIL121W
5475,SRM1,P21827,MTR1 PRP20 YGL097W
5476,PUS7,Q08647,YOR243C O5254
5477,RRP43,P25359,YCR035C YCR35C YCR522
5478,RPS17A,P02407,RP51A YML024W
5479,RPS1A,P33442,PLC1 RPS10A YLR441C L9753.9
5480,RPS22B,Q3E7Y3,RPS24B YLR367W L8039.6
5481,RTC1,Q08281,SEA2 YOL138C
5482,RTC5,Q12108,YOR118W O3263 YOR3263w
5483,RSN1,Q03516,YMR266W YM8156.08
5484,RTA1,P53047,YGR213C
5485,RTT109,Q07794,KIM2 REM50 YLL002W L1377
5486,SAP185,P40856,YJL098W J0840
5487,SCD6,P45978,YPR129W P9659.10
5488,SDO1,Q07953,YLR022C
5489,GIM5,Q04493,PFD5 YML094W
5490,PRY1,P47032,YJL079C J1022
5491,PET122,P10355,YER153C
5492,QCR2,P07257,COR2 UCR2 YPR191W P9677.6
5493,PUS4,P48567,YNL292W N0480
5494,URA1,P28272,YKL216W
5495,RCF2,P53721,AIM38 YNR018W N3185
5496,MRF1,P30775,YGL143C
5497,RPH1,P39956,YER169W
5498,RRB1,Q04225,YMR131C YM9553.07C
5499,RPO41,P13433,YFL036W
5500,RPS18A,P0CX55,YDR450W D9461.35
5501,RPS8B,P0CX40,RPS14B YER102W
5502,SAP190,P36123,YKR028W
5503,RTT106,P40161,YNL206C N1346
5504,SCS3,P53012,FIT2B YGL126W G2868
5505,SDH7,Q04401,ACN9 YDR511W D9719.16
5506,PEP5,P12868,END1 VAM1 VPL9 VPS11 VPT11 YMR231W YM9959.13
5507,PHO84,P25297,YML123C YM7056.03C
5508,PEX28,P38848,YHR150W
5509,PNO1,Q99216,DIM2 RRP20 YOR145C O3513 YOR3513C
5510,PSY3,Q12318,YLR376C L8039.17
5511,PST1,Q12355,HPF2 YDR055W D4214 YD9609.09
5512,PXR1,P53335,GNO1 YGR280C
5513,PUS9,Q12069,YDL036C D2743
5514,RAD57,P25301,YDR004W YD8119.10
5515,RPL11B,Q3E757,RP39B RPL16B YGR085C
5516,RPL16A,P26784,RPL13 RPL21A YIL133C
5517,RPL18A,P0CX49,RP28A YOL120C
5518,RPL5,P26321,RPL1 RPL1A YPL131W LPI14W
5519,RPL9A,P05738,RPL8A RPL9 YGL147C
5520,RML2,P32611,YEL050C SYGP-ORF37
5521,RPN12,P32496,NIN1 YFR052W
5522,ROK1,P45818,YGL171W G1651
5523,MRPL27,P36526,YBR282W YBR2019
5524,MRPL38,P35996,MRPL34 YKL170W YKL634
5525,MRPL3,P36516,YMR024W YM9711.14
5526,RRP42,Q12277,YDL111C
5527,RSM22,P36056,YKL155C YKL610
5528,YMR31,P19955,YFR049W
5529,PEX22,P39718,YAL055W
5530,PUT2,P07275,YHR037W
5531,RAD3,P06839,REM1 YER171W
5532,REB1,P21538,GRF2 YBR049C YBR0502
5533,REV7,P38927,YIL139C
5534,RPS11B,P0CX48,RPS18B YBR048W YBR0501
5535,RRP3,P38712,YHR065C
5536,RSM18,P40033,YER050C
5537,SQS1,P53866,YNL224C N1269
5538,SSU1,P41930,YPL092W LPG16W
5539,SUS1,Q6WNK7,YBR111W-A
5540,RPS24B,P0CX32,RPS24EB YIL069C
5541,RPS29A,P41057,RPS36A YS29A YLR388W L8084.11
5542,MIM1,Q08176,TOM13 YOL026C
5543,MED7,Q08278,YOL135C
5544,OCA4,P25366,YCR095C YCR131 YCR95C
5545,NUP60,P39705,FUN17 YAR002W
5546,CAR2,P07991,CARGB YLR438W L9753.2
5547,PCL1,P24867,HCS26 YNL289W N0536
5548,PDC5,P16467,YLR134W L3133 L9606.7
5549,PHA2,P32452,YNL316C N0351
5550,PHO85,P17157,SSG3 YPL031C P7102.18A
5551,RAD33,Q04231,YML011C YM9571.07C
5552,RRT16,P50943,YNL105W N2169
5553,RPS22A,P0C0W1,RPS24 RPS24A YJL190C J0355
5554,RPS24A,P0CX31,RPS24EA YER074W
5555,RVS167,P39743,YDR388W D9509.8
5556,HTA2,P04912,H2A2 YBL003C YBL0103
5557,HIS5,P07172,YIL116W
5558,LSB1,P53281,YGR136W
5559,HUL5,P53119,YGL141W
5560,HUA2,Q12134,YOR284W
5561,HPA3,P39979,YEL066W
5562,HNT1,Q04344,HIT1 YDL125C
5563,HXT2,P23585,YMR011W YM8270.15
5564,IQG1,Q12280,CYK1 YPL242C
5565,PYK2,P52489,YOR347C O6342
5566,LHS1,P36016,YKL073W YKL355
5567,KTR5,P53966,YNL029C N2755
5568,MHP1,P43638,YJL042W J1206
5569,RIM21,P48565,PAL2 YNL294C N0466
5570,PAU11,P0CE93,YGL261C NRF120
5571,PET10,P36139,YKR046C
5572,PEF1,P53238,YGR058W
5573,PHB2,P50085,YGR231C G8561
5574,PML39,Q03760,YML107C YM8339.12
5575,YBL036C,P38197,YBL0413
5576,GRR1,P24814,CAT80 COT2 YJR090C J1885
5577,GTS1,P40956,LSR1 YGL181W
5578,PPM1,Q04081,YDR435C
5579,KTR6,P54070,MNN6 YPL053C LPE19C
5580,LAG1,P38703,YHL003C
5581,MET18,P40469,MMS19 YIL128W
5582,MEI4,P29467,YER044C-A YER044BC
5583,DAL7,P21826,MLS2 YIR031C
5584,MED2,Q12124,YDL005C D2930
5585,PMI40,P29952,YER003C
5586,MON2,P48563,YSL2 YNL297C N0453
5587,MSS2,P40990,YDL107W D2340
5588,MTC6,P38849,YHR151C
5589,MET13,P53128,MET11 MRPL45 YGL125W G2882
5590,STO1,P34160,CBC1 CBP80 GCR3 SUT1 YMR125W YM8564.07 YM9553.01
5591,NUP57,P48837,YGR119C G6320
5592,OCA6,Q12454,YDR067C D4264
5593,OXP1,P28273,YKL215C
5594,NYV1,Q12255,MAM2 YLR093C
5595,RIM20,Q12033,YOR275C
5596,RIM8,P53179,PAL3 YGL045W YGL046W
5597,GIM3,P53900,PFD4 YNL153C N1761
5598,GYP7,P48365,YDL234C
5599,HIF1,Q12373,YLL022C L1205
5600,SSE1,P32589,MSI3 YPL106C LPG3C
5601,HMO1,Q03973,HSM2 YDR174W YD9395.07
5602,IAH1,P41734,EST2 YOR126C O3287 YOR3287C
5603,PBI2,P0CT04,YNL015W N2844
5604,IMP2',P32351,IMP2 YIL154C
5605,PSE1,P32337,KAP121 YMR308C YM9952.10C
5606,JEM1,P40358,KAR8 YJL073W HRC558 J1083
5607,IMH1,Q06704,SYS3 YLR309C
5608,MIG3,P39943,YER028C
5609,MUB1,Q03162,YMR100W YM6543.07
5610,PAU15,P40585,YIR041W
5611,PEX5,P35056,PAS10 YDR244W YD8419.11
5612,MFB1,Q04922,YDR219C
5613,SRB6,P32570,MED22 YBR253W YBR1721
5614,MNN1,P39106,YER001W
5615,MPC1,P53157,FMP37 YGL080W
5616,MSH1,P25846,YHR120W
5617,MSA2,P36157,YKR077W
5618,MTC1,P47018,YJL123C J0718
5619,PDS5,Q04264,YMR076C YM9582.01C YM9916.15C
5620,PAP2,P53632,TRF4 YOL115W HRC584 O0716
5621,NDL1,Q06568,YLR254C
5622,NMT1,P14743,CDC72 YLR195C L8167.14
5623,NMA111,P53920,YNM3 YNL123W N1897
5624,NPT1,P39683,YOR209C
5625,NGR1,P32831,RBP1 YBR212W YBR1459
5626,NOP10,Q6Q547,YHR072W-A
5627,NPP2,P39997,YEL016C
5628,LTP1,P40347,YPR073C YP9499.28C
5629,PGA2,P53903,YNL149C N1774
5630,PHO81,P17442,YGR233C G8567
5631,PPH21,P23594,YDL134C D2180
5632,PMT1,P33775,YDL095W D2390
5633,POP8,P38208,YBL018C YBL0301
5634,HDA2,Q06629,PLO2 YDR295C
5635,HSH49,Q99181,YOR319W O6142
5636,HMRA2,P0CY13,YCR096C YCR96C
5637,HOG1,P32485,SSK3 YLR113W L2931 L9354.2
5638,HST3,P53687,YOR025W OR26.15
5639,HRT3,Q12347,YLR097C
5640,ISD11,Q6Q560,YER048W-A
5641,IMO32,P53219,YGR031W
5642,JJJ1,P53863,YNL227C N1254
5643,JIP4,Q03361,YDR475C YDR474C
5644,JLP2,P40206,YMR132C YM9375.01C
5645,MMS22,Q06164,SLM2 YLR320W
5646,MMT1,Q03218,MFT1 YMR177W YM8010.07
5647,PRS4,P38063,PRPS4 YBL068W YBL0619
5648,LSM5,P40089,YER146W
5649,MIG2,P53035,MLZ1 YGL209W
5650,ODC1,Q03028,YPL134C LPI11C
5651,PAU10,Q03050,YDR542W
5652,PAU5,P43575,YFL020C
5653,PCF11,P39081,YDR228C YD9934.13C
5654,OYE2,Q03558,YHR179W
5655,PEX19,Q07418,PAS12 YDL065C D2528
5656,GCN3,P14741,AAS2 TIF221 YKR026C
5657,TEF4,P36008,EFC1 YKL081W
5658,PHS1,P40857,YJL097W J0902
5659,GTR2,P53290,YGR163W
5660,KRE9,P39005,YJL174W J0504
5661,MGM1,P32266,MDM17 YOR211C YOR50-1
5662,MST28,P39552,YAR033W FUN59
5663,NDE2,Q07500,NDH2 YDL085W
5664,NRP1,P32770,ARP ARP1 YDL167C
5665,NTF2,P33331,YER009W
5666,OSH7,P38755,YHR001W
5667,OPI11,A0A023PZI1,YPR044C
5668,OTU1,P43558,YFL044C
5669,ECM31,P38122,YBR176W YBR1238
5670,PAU18,P0CE91,YLL064C L0543
5671,PAU20,Q08322,YOL161C
5672,PBP2,P38151,YBR233W YBR1531
5673,PAL1,Q05518,YDR348C
5674,PBP4,Q07362,YDL053C D2574
5675,PER1,P25625,COS16 YCR044C YCR44C
5676,PDR11,P40550,YIL013C
5677,POP6,P53218,YGR030C
5678,HAL1,Q01766,YPR005C YP9723.05C
5679,HSL1,P34244,YKL101W YKL453
5680,LYS21,Q12122,YDL131W D2195
5681,HOP1,P20050,YIL072W
5682,HXT7,P39004,YDR342C D9651.11
5683,HXT1,P32465,HOR4 YHR094C
5684,IRC18,P47056,OSW6 YJL037W J1234
5685,IRS4,P36115,YKR019C
5686,MCP2,Q06567,MRX13 YLR253W L9672.2
5687,INP54,Q08227,YOL065C
5688,JAC1,P53193,SEO2 YGL018C
5689,KAE1,P36132,YKR038C
5690,TPK3,P05986,PKA3 YKL166C YKL630
5691,LSP1,Q12230,YPL004C
5692,LPL1,Q08448,YOR059C YOR29-10
5693,LMO1,Q07799,YLL007C L1353
5694,MCH2,P36032,YKL221W
5695,MKK2,P32491,SSP33 YPL140C LPI6C
5696,MFA1,P34165,YDR461W D8035.5
5697,MEP1,P40260,AMT1 YGR121C G6331
5698,MTR3,P48240,YGR158C G6676
5699,MCM3,P24279,YEL032W SYGP-ORF23
5700,MCM10,P32354,DNA43 YIL150C
5701,RGR1,P19263,MED14 YLR071C
5702,NOP15,P53927,YNL110C N1954
5703,NPY1,P53164,YGL067W
5704,NDI1,P32340,YML120C YM7056.06C
5705,NDJ1,Q12366,TAM1 YOL104C
5706,MCM6,P53091,YGL201C
5707,MAD2,P40958,YJL030W J1256
5708,NOP56,Q12460,SIK1 YLR197W L8167.9
5709,MEC3,Q02574,PIP3 PSO9 YLR288C L8003.15
5710,MAE1,P36013,YKL029C
5711,TAE1,P38340,NTM1 YBR261C YBR1729
5712,PDB1,P32473,YBR221C YBR1511
5713,PAN5,P38787,YHR063C
5714,YPR172W,Q06608,
5715,PEX29,Q03370,YDR479C
5716,KKQ8,P36004,YKL168C YKL632
5717,LNP1,P38878,YHR192W
5718,LOT6,Q07923,YLR011W
5719,IMA3,P0CW40,YIL172C
5720,AMS1,P22855,YGL156W G1861
5721,MET16,P18408,YPR167C P9325.8
5722,MED6,P38782,MTR32 YHR058C
5723,MLH1,P38920,PMS2 YMR167W YM8520.16
5724,MRL1,Q06815,YPR079W
5725,NAT4,Q04751,YMR069W YM9916.08
5726,KRE33,P53914,NAT10 RRA1 YNL132W N1216 N1858
5727,NAB3,P38996,HMD1 YPL190C
5728,NNR2,P36059,YKL151C YKL606
5729,ENP2,P48234,YGR145W G6623
5730,NUP192,P47054,YJL039C J1216
5731,ORT1,Q12375,ARG11 YOR130C O3299 YOR3299C
5732,NVJ2,Q06833,YPR091C
5733,PDE2,P06776,SRA5 YOR360C
5734,PAU3,P25610,YCR104W
5735,PRP28,P23394,YDR243C YD8419.10C
5736,KTR2,P33550,YKR061W
5737,ATC1,Q04005,LIC4 YDR184C YD9395.18c
5738,MBA1,P38300,YBR185C YBR1307
5739,NEW1,Q08972,YPL226W P1445
5740,NIT3,P49954,YLR351C L9638.5
5741,PAA1,Q12447,YDR071C
5742,GIM4,P40005,PFD2 YEL003W
5743,PNS1,Q12412,YOR161C O3568
5744,PMA2,P19657,YPL036W
5745,PLB3,Q08108,YOL011W
5746,PRM1,P53835,YNL279W N0605
5747,PRP46,Q12417,CWC1 NTC50 YPL151C P2594
5748,PRP24,P49960,YMR268C YM8156.10C
5749,PRI2,P20457,YKL045W YKL258
5750,PPR1,P07272,YLR014C
5751,PPE1,P38796,YHR075C
5752,GLO1,P50107,YML004C YM9571.15C
5753,ABD1,P32783,YBR236C YBR1602
5754,MCM1,P11746,FUN80 YMR043W YM9532.08
5755,MAK16,P10962,YAL025C
5756,NPL4,P33755,HRD4 YBR170C YBR1231
5757,NOP58,Q12499,NOP5 YOR310C O6108
5758,NPR3,P38742,RMD11 YHL023C
5759,MKC7,P53379,YPS2 YDR144C YD2943.03C YD8358.01C
5760,YDJ1,P25491,MAS5 YNL064C N2418 YNL2418C
5761,MMF1,P40185,IBM1 YIL051C
5762,STR2,P47164,YJR130C J2063
5763,MPA43,P53583,YNL249C N0875
5764,MPM1,P40364,YJL066C HRE252 J1111
5765,MSH6,Q03834,PMS3 YDR097C YD8557.04C
5766,MOD5,P07884,YOR274W
5767,MRN1,Q08925,PTR69 YPL184C
5768,OAF3,P36023,YKR064W
5769,PAR32,Q12515,YDL173W
5770,PEX13,P80667,PAS20 YLR191W L9470.1
5771,PEX17,P40155,PAS9 YNL214W N1319
5772,NAB2,P32505,YGL122C
5773,NAR1,P23503,YNL240C N1114
5774,NSR1,P27476,YGR159C G7001
5775,NUP116,Q02630,NSP116 YMR047C YM9532.12C
5776,NTA1,P40354,YJR062C J1742
5777,PAP1,P29468,YKR002W
5778,PLB1,P39105,YMR008C YM8270.10C
5779,PRM9,P39551,YAR031W FUN58
5780,RPL13A,Q12690,YDL082W
5781,RKM2,Q03942,YDR198C
5782,RPL7A,P05737,RPL6A RPL8A YL8A YGL076C
5783,RPL3,P14126,MAK8 TCM1 YOR063W YOR29-14
5784,ROD1,Q02805,YOR018W OR26.08
5785,MRPL24,P36525,MRPL14 YMR193W YM9646.05
5786,RRF1,P38771,FIL1 KIM4 YHR038W
5787,RRT13,P40042,YER066W
5788,RPS12,P48589,YOR369C
5789,RPS30B,P0CX34,YOR182C
5790,RSM28,Q03430,YDR494W
5791,RSC3,Q06639,YDR303C D9740.13
5792,RSF2,P46974,ZMS1 YJR127C J2052
5793,SSL1,Q04673,YLR005W
5794,KNS1,P32350,YLL019C
5795,MME1,Q03829,YMR166C YM8520.15C
5796,MET8,P15807,YBR213W YBR1461
5797,NCW2,Q05777,YLR194C
5798,MAK10,Q02197,NAA35 YEL053C
5799,NIP100,P33420,NIP80 YPL174C
5800,NIT2,P47016,YJL126W J0706
5801,NSL1,Q12143,YPL233W
5802,NSP1,P14907,YJL041W J1207
5803,PDE1,P22434,YGL248W NRB369
5804,PCL8,Q08966,YPL219W P1745
5805,PAU6,P0CE90,YNR076W N3825
5806,PAH1,P32567,PAP1 SMP2 YMR165C YM8520.14C
5807,OYE3,P41816,YPL171C P2291
5808,PDI1,P17967,MFP1 TRG1 YCL043C YCL313 YCL43C
5809,PAF1,P38351,YBR279W YBR2016
5810,PGA1,P53896,YNL158W N1739
5811,PIB2,P53191,YGL023C
5812,SIT4,P20604,PPH1 YDL047W D2693
5813,PEX34,P25584,YCL056C YCL433 YCL56C
5814,PRM15,Q03262,PGM3 YMR278W YM8021.04
5815,PSY4,P38193,HTP3 YBL046W YBL0402
5816,PHO4,P07270,YFR034C
5817,AOS1,Q06624,RHC31 YPR180W P9705.5
5818,SEC53,P07283,ALG4 YFL045C
5819,PPH22,P23595,SIS4 YDL188C D1271
5820,PRE10,P21242,PRC1 PRS1 YOR362C O6650
5821,NAS2,P40555,YIL007C
5822,RAS2,P01120,ASC1 CTN5 GLC5 YNL098C N2198
5823,RPL31B,P0C2H9,RPL34 RPL34B YLR406C
5824,RPN5,Q12250,NAS5 YDL147W D1572
5825,RPN7,Q06103,YPR108W P8283.8
5826,RPN13,O13563,DAQ1 YLR421C
5827,ROM2,P51862,YLR371W L8039.3
5828,MRP7,P12687,MRPL2 YNL005C N2007
5829,NIF3,P53081,YGL221C
5830,NNF1,P47149,YJR112W J2011
5831,NIC96,P34077,YFR002W
5832,NGL1,Q08213,YOL042W
5833,NUP188,P52593,YML103C
5834,OAC1,P32332,PMT PMT1 YKL120W YKL522
5835,OST5,Q92316,YGL226C-A YGL226BC
5836,CPR6,P53691,YLR216C L8167.24
5837,PRD1,P25375,YCL057W YCL57W
5838,PTR2,P32901,YKR093W YKR413
5839,QDR1,P40475,YIL120W
5840,RAD9,P14737,YDR217C YD9934.02C
5841,RAD10,P06838,YML095C
5842,RNH70,P53331,REX1 YGR276C G9381
5843,RFC3,P38629,YNL290W N0533
5844,LDS1,P31379,YAL018C YAL003
5845,LRS4,Q04087,YDR439W D9461.25
5846,LOT5,P34234,YKL183W
5847,LUC7,Q07508,EPE1 EXM2 YDL087C
5848,BI4,P03879,SCBI4 Q0120
5849,MFA2,P34166,YNL145W N1204 N1787
5850,MGA1,P53050,YGR249W
5851,MTR2,P34232,YKL186C
5852,PCH2,P38126,YBR186W YBR1308
5853,PHO90,P39535,YJL198W J0336
5854,PMP1,P32903,YCR024C-A YCR24C-A
5855,POP2,P39008,CAF1 YNR052C N3470
5856,PLB2,Q03674,YMR006C YM8270.08C
5857,PUF2,Q12221,YPR042C YP3085.06c YP9499.01
5858,ZTA1,P38230,YBR046C YBR0421
5859,RAD26,P40352,GTA1085 YJR035W J1606
5860,RER1,P25560,YCL001W YCL1W
5861,REF2,P42073,YDR195W YD9346.06
5862,RPL15B,P54780,RPL10B RPL13B YL10B YMR121C YM8564.03C
5863,MEI5,P32489,YPL121C LPH6C
5864,MPC54,Q08550,YOR177C
5865,MPE1,P35728,YKL059C YKL316
5866,MLF3,P32047,YMK1 YNL074C N2359
5867,MRK1,P50873,YDL079C
5868,MTC3,P53077,YGL226W
5869,MSS11,Q03825,YMR164C YM8520.13C
5870,OPI6,Q07521,YDL096C
5871,OSH6,Q02201,YKR003W YK102
5872,PAM17,P36147,FMP18 YKR065C
5873,LRO1,P40345,YNR008W N2042
5874,PAU12,P53343,YGR294W
5875,PRP6,P19735,RNA6 YBR055C YBR0508
5876,PUF6,Q04373,YDR496C D9719.2
5877,RNQ1,P25367,YCL028W YCL181 YCL28W
5878,RPA14,P50106,YDR156W YD8358.11
5879,MRPL1,Q04599,YDR116C YD9727.11C
5880,MRPL28,P36527,YDR462W D8035.6
5881,MRPL35,Q06678,YDR322W D9798.5
5882,MRPL4,P36517,YLR439W L9753.1
5883,NAM7,P30771,IFS2 MOF4 UPF1 YMR080C YM9582.05C
5884,NCA2,Q12374,YPR155C
5885,NHP10,Q03435,HMO2 YDL002C YD8119.05C
5886,NGL3,Q03210,YML118W YM7056.08 YM8339.01
5887,NPR2,P39923,YEL062W
5888,NOP9,P47077,YJL010C J1357
5889,NTG1,P31378,OGG2 SCR1 YAL015C FUN33
5890,NSE5,Q03718,YML023C
5891,PDR12,Q02785,YPL058C LPE14C
5892,QRI7,P43122,YDL104C D2366
5893,RAD1,P06777,YPL022W
5894,RAF1,Q06891,R0030W
5895,RPL22B,P56628,YFL034C-A YFL034BC
5896,RPL31A,P0C2H8,RPL34 RPL34A YDL075W D2478
5897,HHT1,P61830,YBR010W YBR0201; HHT2 SIN2 YNL031C N2749
5898,HSP42,Q12329,YDR171W YD9395.04
5899,HPM1,P40481,MNI1 YIL110W
5900,HTD2,P38790,RMD12 YHR067W
5901,HOC1,P47124,YJR075W J1830
5902,IMA2,Q08295,YOL157C
5903,KIP1,P28742,CIN9 YBL063W YBL0504 YBL0521
5904,KRR1,P25586,YCL059C YCL59C
5905,MMS4,P38257,SLX2 YBR098W YBR0826 YBR0829 YBR100W
5906,NUT1,P53114,MED5 YGL151W G1876
5907,MSA1,Q08471,YOR066W YOR29-17
5908,PBS2,P08018,HOG4 SFS4 SSK4 YJL128C J0699
5909,PDC6,P26263,YGR087C
5910,PEX11,Q12462,PMP24 PMP27 YOL147C O0454
5911,PEX15,Q08215,PAS21 YOL044W
5912,PEX30,Q06169,YLR324W
5913,LDB17,Q12342,YDL146W D1575
5914,KTR7,P40504,YIL085C
5915,PEP8,P40335,GRD6 VPS26 VPT4 YJL053W J1152
5916,YPR127W,Q06494,
5917,PPS1,P38148,YBR276C YBR2013
5918,RAD7,P06779,YJR052W J1665
5919,RCN2,Q12044,WSP1 YOR220W YOR50-10
5920,RAX2,Q12465,YLR084C L2389 L9449.12
5921,RBG1,P39729,FUN11 YAL036C
5922,MRS6,P32864,MSI4 YOR370C
5923,RHO1,P06780,YPR165W P9325.3
5924,RIB1,P38066,YBL033C YBL0417
5925,RPL24B,P24000,RPL30B YGR148C G6635
5926,RPL22A,P05749,YLR061W L2168
5927,RPL33A,P05744,RPL37A YPL143W LPI4W P2625
5928,RPL43A,P0CX25,YPR043W YP9499.02
5929,RMD5,Q12508,GID2 YDR255C YD9320A.05c
5930,RPN14,P53196,YGL004C
5931,PRE3,P38624,YJL001W J1407
5932,PRP4,P20053,RNA4 YPR178W P9705.6
5933,ADE13,Q05911,YLR359W L8039.12
5934,RBK1,P25332,YCR036W YCR36W YCR523
5935,RCR1,P38212,YBR005W YBR0111
5936,RPL25,P04456,YOL127W
5937,RPL39,P04650,RPL46 SPB2 YJL189W J0360
5938,RPL35A,P0CX84,SOS1 YDL191W D1249
5939,MRPL16,P38064,RML16 YBL038W YBL0411
5940,RPB9,P27999,YGL070C
5941,MRPL11,P36521,YDL202W D1070
5942,RRT12,P25381,OSW3 YCR045C YCR45C
5943,LSC2,P53312,YGR244C G8625
5944,GRS2,Q06817,YPR081C
