,internal_id,uniprot_id,external_id
2727,fixA,P60566,yaaQ b0041 JW0040
2728,gabT,P22256,b2662 JW2637
2729,frlA,P45539,yhfM b3370 JW3333
2730,garK,P23524,yhaD b3124 JW3093
2731,higA,P67701,ygjM b3082 JW3053
2732,hisC,P06986,b2021 JW2003
2733,hipA,P23874,b1507 JW1500
2734,accD,P0A9Q5,dedB usg b2316 JW2313
2735,thrA,P00561,thrA1 thrA2 b0002 JW0001
2736,ygcB,P38036,cas3 b2761 JW2731
2737,carA,P0A6F1,pyrA b0032 JW0030
2738,creB,P08368,yjjE b4398 JW4361
2739,codA,P25524,b0337 JW0328
2740,cysB,P0A9F3,b1275 JW1267
2741,cysE,P0A9D4,b3607 JW3582
2742,cusR,P0ACZ8,ylcA b0571 JW0560
2743,dapE,P0AED7,msgB b2472 JW2456
2744,hupB,P0ACF4,hopD b0440 JW0430
2745,envR,P0ACT2,yhdK b3264 JW3232
2746,entC,P0AEJ2,b0593 JW0585
2747,fliJ,P52613,flaO flaS b1942 JW1926
2748,fieF,P69380,yiiP b3915 JW3886
2749,ggt,P18956,b3447 JW3412
2750,gnsB,P77695,ydfY b1550 JW5253
2751,gpsA,P0A6S7,b3608 JW3583
2752,glnA,P0A9C5,b3870 JW3841
2753,glnB,P0A9Z1,b2553 JW2537
2754,cobU,P0AE76,b1993 JW1971
2755,cof,P46891,b0446 JW0436
2756,cysM,P16703,b2421 JW2414
2757,cstA,P15078,ybdC b0598 JW0590
2758,cutC,P67826,cutCM b1874 JW1863
2759,dmsC,P18777,b0896 JW0879
2760,ecpA,P0AAA3,matB yagZ b0293 JW0287
2761,eutK,P76540,yffI b2438 JW2431
2762,fabA,P0A6Q3,b0954 JW0937
2763,flgI,P0A6S3,fla FIX flaM b1080 JW1067
2764,fepG,P23877,b0589 JW0581
2765,flgF,P75938,fla FVI flaX b1077 JW1064
2766,fliR,P33135,flaP b1950 JW1934
2767,ftnA,P0A998,ftn gen-165 rsgA b1905 JW1893
2768,fumC,P05042,b1611 JW1603
2769,fxsA,P37147,yjeG b4140 JW4100
2770,glpC,P0A996,b2243 JW2237
2771,acnB,P36683,yacI yacJ b0118 JW0114
2772,acnA,P25516,acn b1276 JW1268
2773,ada,P06134,b2213 JW2201
2774,acrZ,P0AAW9,ybhT b0762 JW5102
2775,aroA,P0A6D3,b0908 JW0891
2776,asr,P36560,b1597 JW5826
2777,bioB,P12996,b0775 JW0758
2778,ccmF,P33927,yejR b2196 JW2184
2779,cusB,P77239,ylcD b0574 JW0563
2780,ddpB,P77308,yddR b1486 JW1481
2781,ecpE,P77263,matF yagV b0289 JW5030
2782,ecpR,P71301,matA ykgK b0294 JW5031
2783,edd,P0ADF6,b1851 JW1840
2784,tsf,P0A6P1,b0170 JW0165
2785,emtA,P0C960,mltE sltZ ycgP b1193 JW5821
2786,asmA,P28249,yegA b2064 JW2049
2787,bglA,Q46829,bglD yqfC b2901 JW2869
2788,ddlB,P07862,ddl b0092 JW0090
2789,ddpF,P77622,yddO b1483 JW1478
2790,dcuS,P0AEC8,yjdH b4125 JW4086
2791,dppB,P0AEF8,b3543 JW3512
2792,dppD,P0AAG0,b3541 JW3510
2793,efeB,P31545,ycdB b1019 JW1004
2794,elfC,P75857,ycbS b0940 JW0923
2795,entH,P0A8Y8,ybdB b0597 JW0589
2796,sbcB,P04995,cpeA xonA b2011 JW1993 Q2A0L0 Q2A0K9 C0Z3X9 A0A0G3HGF9
2797,exbD,P0ABV2,b3005 JW2973
2798,exuT,P0AA78,b3093 JW3064
2799,fkpB,P0AEM0,slpA yaaD b0028 JW0026
2800,fliC,P04949,flaF hag b1923 JW1908
2801,frdC,P0A8Q0,b4152 JW4113
2802,ftsH,P0AAI3,hflB mrsC std tolZ b3178 JW3145
2803,ftsW,P0ABG4,b0089 JW0087
2804,ftsL,P0AEN4,mraR yabD b0083 JW0081
2805,glaR,P37338,csiR gabC ygaE b2664 JW2639
2806,glpG,P09391,b3424 JW5687
2807,allD,P77555,glxB8 ylbC b0517 JW0505
2808,allS,P0ACR0,glxA1 ybbS b0504 JW0492
2809,alsC,P32720,yjcV b4086 JW4047
2810,aroF,P00888,b2601 JW2582
2811,amyA,P26612,yedC b1927 JW1912
2812,aslA,P25549,atsA b3801 JW3773
2813,chiP,P75733,ybfM b0681 JW0667
2814,speC,P21169,b2965 JW5482
2815,dauA,P0AFR2,ychM b1206 JW5189
2816,dbpA,P21693,b1343 JW1337
2817,dhaR,P76016,ycgU b1201 JW5188
2818,eaeH,P36943,b0297 JW0291
2819,gspL,P45763,yheK b3333 JW5705
2820,gspG,P41442,hofG hopG b3328 JW3290
2821,gsiD,P75799,yliD b0832 JW0816
2822,aegA,P37127,yffG b2468 JW2452
2823,araC,P0A9E0,b0064 JW0063
2824,araD,P08203,b0061 JW0060
2825,can,P61517,cynT2 yadF b0126 JW0122
2826,corC,P0AE78,ybeX b0658 JW0655
2827,cynS,P00816,cnt b0340 JW0331
2828,ddpX,P77790,vanX yddT b1488 JW1483
2829,deoB,P0A6K6,drm thyR b4383 JW4346
2830,dadA,P0A6J5,dadR b1189 JW1178
2831,eutB,P0AEJ6,b2441 JW2434
2832,fkpA,P45523,yzzS b3347 JW3309
2833,fliH,P31068,fla AII.3 fla BIII b1940 JW1924
2834,fhuA,P06971,tonA b0150 JW0146
2835,fimE,P0ADH7,b4313 JW4276
2836,frlC,P45541,yhfO yhfP b4474 JW5699
2837,glcG,P0AEQ1,yghC b2977 JW2944
2838,gfcB,P75884,ymcC b0986 JW0969
2839,alsA,P32721,yjcW b4087 JW4048
2840,aer,P50466,air yqjJ b3072 JW3043
2841,aslB,P25550,atsB b3800 JW5594
2842,bcp,P0AE52,b2480 JW2465
2843,borD,P77330,ybcU b0557 JW0546
2844,casE,Q46897,cas6e ygcH b2756 JW2726
2845,cpxR,P0AE88,yiiA b3912 JW3883
2846,dapF,P0A6K1,b3809 JW5592
2847,dacD,P33013,phsE yeeC b2010 JW5329
2848,dinI,P0ABR1,b1061 JW1048
2849,dpiA,P0AEF4,citB criR mpdA b0620 JW0612
2850,tufA,P0CE47,b3339 JW3301
2851,elfA,P75855,ycbQ b0938 JW5122
2852,abgA,P77357,ydaJ b1338 JW5205
2853,yiaY,P37686,b3589 JW5648
2854,ansP,P77610,yncF b1453 JW5234
2855,artP,P0AAF6,b0864 JW0848
2856,azoR,P41407,acpD b1412 JW1409
2857,caiC,P31552,yaaM b0037 JW0036
2858,ccmE,P69490,yejS b2197 JW2185
2859,elfG,P75858,ycbT b0941 JW0924
2860,fliF,P25798,fla AII.1 fla BI b1938 JW1922
2861,fhuC,P07821,b0151 JW0147
2862,fliZ,P52627,yedH b1921 JW1906
2863,fecA,P13036,b4291 JW4251
2864,fsaA,P78055,fsa mipB ybiZ b0825 JW5109
2865,glcD,P0AEP9,gox yghM b2979 JW2946
2866,greB,P30128,b3406 JW3369
2867,allE,P75713,glxB6 ylbA b0515 JW0503
2868,agp,P19926,b1002 JW0987
2869,ygbF,P45956,cas2 b2754 JW5438
2870,cheZ,P0A9H9,b1881 JW1870
2871,clpA,P0ABH9,lopD b0882 JW0866
2872,damX,P11557,yhfB b3388 JW3351
2873,hupA,P0ACF0,b4000 JW3964
2874,folP,P0AC13,dhpS b3177 JW3144
2875,dinD,P23840,pcsA yicD b3645 JW3620
2876,dsbA,P0AEG4,dsf ppfA b3860 JW3832
2877,dut,P06968,dnaS sof b3640 JW3615
2878,emrA,P27303,b2685 JW2660
2879,fabI,P0AEK4,envM b1288 JW1281
2880,ettA,P0A9W3,yjjK b4391 JW4354
2881,folB,P0AC16,ygiG b3058 JW3030
2882,flmC,P11519,ORF70 ECOK12F065
2883,zwf,P0AC53,b1852 JW1841
2884,galP,P0AEP1,b2943 JW2910
2885,galS,P25748,b2151 JW2138
2886,ghxQ,Q46817,ygfQ ygfR b4464 JW5467
2887,glxK,P77364,glxB5 ybbZ b0514 JW0502
2888,ddpC,P77463,yddQ b1485 JW1480
2889,speF,P24169,b0693 JW0680
2890,dctA,P0A830,b3528 JW3496
2891,dlgD,P37672,yiaK b3575 JW3547
2892,dusB,P0ABT5,yhdG b3260 JW3228
2893,fabF,P0AAI5,fabJ b1095 JW1081
2894,fecD,P15029,b4288 JW4248
2895,yggX,P0A8P3,b2962 JW2929
2896,fsr,P52067,b0479 JW0468
2897,galK,P0A6T3,galA b0757 JW0740
2898,gatZ,P0C8J8,b2095 JW2082
2899,lpxT,P76445,yeiU b2174 JW2162
2900,abrB,P75747,ybgN b0715 JW5097 ECK0704
2901,argA,P0A6C5,b2818 JW2786
2902,araE,P0AE24,b2841 JW2809
2903,cdd,P0ABF6,b2143 JW2131
2904,coaE,P0A6I9,yacE b0103 JW0100
2905,clcB,P76175,mriT ynfJ b1592 JW5263
2906,cspG,P0A978,cspI b0990 JW0974
2907,gloB,P0AC84,yafR b0212 JW0202
2908,hisA,P10371,b2024 JW2006
2909,iscR,P0AGK8,yfhP b2531 JW2515
2910,insH10,P0CE57,b3218 JW3185
2911,kbaY,P0AB74,agaY kba yraC b3137 JW3106
2912,kgtP,P0AEX3,witA b2587 JW2571
2913,envZ,P0AEJ4,ompB perA tpo b3404 JW3367
2914,elaA,P0AEH3,yfbC b2267 JW2262
2915,elyC,P0AB01,ycbC b0920 JW0903
2916,gatD,P0A9S3,b2091 JW2075
2917,ghrB,P37666,tkrA yiaE b3553 JW5656
2918,glgB,P07762,b3432 JW3395
2919,gltK,P0AER5,b0653 JW0648
2920,gltL,P0AAG3,b0652 JW0647
2921,glpB,P13033,b2242 JW2236
2922,gluQ,P27305,yadB b0144 JW5892
2923,hslU,P0A6H5,htpI b3931 JW3902
2924,hofP,P45750,yrfA b3392 JW5694
2925,ibpA,P0C054,hslT htpN b3687 JW3664
2926,hxpA,P77625,yfbT b2293 JW5376
2927,iraP,P0AAN9,yaiB b0382 JW0373
2928,iscX,P0C0L9,yfhJ b2524 JW2508
2929,insB4,P57998,b0988 JW0972
2930,insA7,P19767,b4294 JW4254
2931,insD8,P0CF60,b1578 JW1570
2932,insE3,P0CF68,b0540 JW5074
2933,insD3,P0CF55,b1996 JW1975
2934,insI3,P0CF89,b1404 JW1401
2935,kdsB,P04951,b0918 JW0901
2936,leuC,P0A6A6,b0072 JW0071
2937,lldD,P33232,lctD b3605 JW3580
2938,lomR,P77184,b4570 JW5884/JW5904 b1369/b1371
2939,lolE,P75958,ycfW b1118 JW1104
2940,pheM,P0AD74,phtL b1715 JW1705
2941,malK,P68187,b4035 JW3995
2942,folD,P24186,ads b0529 JW0518
2943,flgH,P0A6S0,fla FVIII flaY b1079 JW5153
2944,flgL,P29744,flaT flaU b1083 JW1070
2945,fliS,P26608,b1925 JW1910
2946,ftsB,P0A6S5,ygbQ b2748 JW2718
2947,frdB,P0AC47,b4153 JW4114
2948,frmR,P0AAP3,yaiN b0357 JW0348
2949,ghoT,P64646,yjdO b4559 JW5732
2950,gndA,P0DQD7,
2951,gltS,P0AER8,gltC b3653 JW3628
2952,hokC,P0ACG4,gef b4412 JW5002 b0018.1
2953,thrB,P00547,b0003 JW0002
2954,cadA,P0A9H3,ldcI b4131 JW4092
2955,fabG,P0AEK2,b1093 JW1079
2956,etk,P38134,yccC b0981 JW0964
2957,fldA,P61949,b0684 JW0671
2958,fhuD,P07822,b0152 JW0148
2959,frlD,P45543,yhfQ b3374 JW3337 A0A0G3I6S6
2960,folX,P0AC19,b2303 JW2300
2961,glmS,P17169,b3729 JW3707
2962,gcvA,P0A9F6,b2808 JW2779
2963,mnmC,P77182,yfcK b2324 JW5380
2964,mobB,P32125,yihC b3856 JW5575
2965,gspA,P45756,yheD b3323 JW3285
2966,hda,P69931,idaB yfgE b2496 JW5397 f248c
2967,mhpE,P51020,b0352 JW0343
2968,holC,P28905,b4259 JW4216
2969,hns,P0ACF8,bglY cur drdX hnsA msyA osmZ pilG topS b1237 JW1225
2970,ilvD,P05791,b3771 JW5605
2971,ibpB,P0C058,hslS htpE b3686 JW3663
2972,ppa,P0A7A9,b4226 JW4185
2973,fadD,P69451,oldD b1805 JW1794
2974,malQ,P15977,malA b3416 JW3379
2975,menI,P77781,ydiI b1686 JW1676
2976,cysW,P0AEB0,b2423 JW2416
2977,csrD,P13518,yhdA b3252 JW3221
2978,cysD,P21156,b2752 JW2722
2979,dnaG,P0ABS5,dnaP parB b3066 JW3038
2980,kefB,P45522,trkB b3350 JW3313
2981,lepA,P60785,b2569 JW2553
2982,leuL,P0AD79,leuLP b0075 JW0074
2983,tnaC,P0AD89,tnaL b3707 JW3685
2984,mdlA,P77265,mdl b0448 JW0438
2985,manA,P00946,pmi b1613 JW1605
2986,mdtD,P36554,yegB b2077 JW2062
2987,menA,P32166,yiiW b3930 JW3901
2988,mntR,P0A9F1,ybiQ b0817 JW0801
2989,mokC,P33236,gefL b0018 JW5879
2990,mrdA,P0AD65,pbpA b0635 JW0630
2991,cpdB,P08331,b4213 JW4171
2992,cynT,P0ABE9,b0339 JW0330
2993,cutA,P69488,cutA1 cycY b4137 JW4097
2994,dcrB,P0AEE1,yhhR b3472 JW5682
2995,mglB,P0AEE5,b2150 JW2137
2996,eamA,P31125,ydeD b1533 JW5250
2997,gspK,P45762,yheJ b3332 JW3294
2998,glpD,P13035,glyD b3426 JW3389
2999,lptG,P0ADC6,yjgQ b4262 JW5760
3000,livH,P0AEX7,b3457 JW3422
3001,uof,A8DYP9,b4637
3002,macA,P75830,ybjY b0878 JW0862
3003,metK,P0A817,metX b2942 JW2909
3004,dmlR,P76250,yeaT b1799 JW1788
3005,dgcN,P46139,yfiN b2604 JW2585
3006,eamB,P38101,yfiK b2578 JW2562
3007,dosC,P0AA89,dgcO yddV b1490 JW5241
3008,emrK,P52599,b2368 JW2365
3009,JW5903,P0CF62,JW5903
3010,lolC,P0ADC3,ycfU b1116 JW5161
3011,lptD,P31554,imp ostA yabG b0054 JW0053
3012,maeA,P26616,sfcA b1479 JW5238
3013,lpp,P69776,mlpA mulI b1677 JW1667
3014,metI,P31547,yaeE b0198 JW0194
3015,msrA,P0A744,pms b4219 JW4178
3016,entA,P15047,b0596 JW0588
3017,fadJ,P77399,yfcX b2341 JW2338
3018,era,P06616,rbaA sdgE b2566 JW2550
3019,feoB,P33650,b3409 JW3372
3020,ftsZ,P0A9A6,sfiB sulB b0095 JW0093
3021,gcvP,P33195,b2903 JW2871
3022,folE,P0A6T5,b2153 JW2140
3023,lgoD,P39400,yjjN b4358 JW5793
3024,lipA,P60716,lip b0628 JW0623
3025,maa,P77791,ylaD b0459 JW0448
3026,moaB,P0AEZ9,chlA2 b0782 JW0765
3027,mntS,P0DKB3,rybA b4705 JW0800.1
3028,hcaR,Q47141,phdR yfhT b2537 JW2521
3029,kilR,P38393,kil ydaD b1352 JW1347
3030,hsrA,P31474,yieO b3754 JW3733
3031,hiuH,P76341,yedX b1970 JW1953
3032,iaaA,P37595,spt ybiK b0828 JW0812
3033,ispH,P62623,lytB yaaE b0029 JW0027
3034,intF,P71298,yagO b0281 JW0275
3035,insD7,P0CF59,ybhB yuaI ECOK12F020
3036,insF5,P0CF83,b2089 JW2073
3037,insF6,P0CF84,yaaB ECOK12F002
3038,insL1,P0CF91,b0016 JW0015
3039,inaA,P27294,yfaG b2237 JW2231
3040,insN2,P39212,b4283 JW5771
3041,insO1,P75680,b0257 JW0247
3042,cmk,P0A6I0,mssA ycaF ycaG b0910 JW0893
3043,lipB,P60720,b0630 JW5089
3044,thrL,P0AD86,b0001 JW4367
3045,macB,P75831,ybjZ b0879 JW0863
3046,hyaA,P69739,b0972 JW0954
3047,mlaB,P64602,yrbB b3191 JW5535
3048,mioC,P03817,yieB b3742 JW3720
3049,menF,P38051,yfbA b2265 JW2260
3050,mntH,P0A769,yfeP b2392 JW2388
3051,modE,P0A9G8,modR b0761 JW0744
3052,pdeD,P76261,adrB yoaD b1815 JW1804
3053,hflC,P0ABC3,hflA b4175 JW4133
3054,hscB,P0A6L9,yfhE b2527 JW2511
3055,adk,P69441,dnaW plsA b0474 JW0463 Q1PI83 UTI89_C0502
3056,ldrC,P0DPD1,b4423 JW5959
3057,lon,P0A9M0,capR deg lopA muc b0439 JW0429
3058,menB,P0ABU0,b2262 JW2257
3059,moeB,P12282,chlN b0826 JW0810
3060,modB,P0AF01,chlJ b0764 JW0747
3061,nanC,P69856,yjhA b4311 JW5778
3062,yejK,P33920,b2186 JW2174
3063,gsiA,P75796,yliA b0829 JW5897
3064,hisI,P06989,hisIE b2026 JW2008
3065,idnK,P39208,gntV b4268 JW4225
3066,hxpB,P77247,yniC b1727 JW1716
3067,hyaD,P19930,b0975 JW0957
3068,hyaF,P19932,b0977 JW0959
3069,hyfH,P77423,b2488 JW2473
3070,fruK,P0AEW9,fpk b2168 JW2155
3071,JW5936,P0CE64,JW5936
3072,insA2,P0CF08,b0265 JW0257
3073,JW5900,P0CF47,JW5900
3074,insB5,P0CF28,b1893
3075,JW2285,P0CF30,JW2285
3076,insF1,P0CF79,b0299 JW0293
3077,ldrD,Q6BF25,b4453 JW5966
3078,malI,P18811,b1620 JW1612
3079,eutC,P19636,b2440 JW2433
3080,frc,P69902,yfdW b2374 JW2371
3081,fdhF,P07658,b4079 JW4040
3082,fpr,P28861,mvrA b3924 JW3895
3083,fetA,P77279,ybbL b0490 JW0479
3084,fhuB,P06972,b0153 JW0149
3085,fecR,P23485,b4292 JW4252
3086,garD,P39829,yhaG b3128 JW3097
3087,frvR,P32152,yiiH b3897 JW3868
3088,folM,P0AFS3,ydgB b1606 JW1598
3089,glf,P37747,yefE b2036 JW2021
3090,gatY,P0C8J6,yegF b2096 JW5343
3091,gltI,P37902,ybeJ yzzK b0655 JW5092
3092,gspJ,P45761,yheI b3331 JW3293
3093,gspD,P45758,yheF b3325 JW5707
3094,gudP,Q46916,ygcZ b2789 JW2760
3095,kdpA,P03959,b0698 JW0686
3096,kdpE,P21866,b0694 JW5096
3097,waaA,P0AC75,kdtA b3633 JW3608
3098,leuA,P09151,b0074 JW0073
3099,mcrA,P24200,rglA b1159 JW1145
3100,fepD,P23876,b0590 JW0582
3101,fliI,P52612,fla AIII flaC b1941 JW1925
3102,fliA,P0AEM6,flaD rpoF b1922 JW1907
3103,fes,P13039,b0585 JW0576
3104,fecB,P15028,b4290 JW4250
3105,fimC,P31697,b4316 JW4279
3106,gapA,P0A9B2,b1779 JW1768
3107,gfcC,P75883,ymcB b0985 JW0968
3108,gltP,P21345,b4077 JW4038
3109,yfdH,P77293,b2351 JW2347
3110,guaD,P76641,ygfP b2883 JW5466
3111,lsrR,P76141,ydeW b1512 JW1505
3112,lplT,P39196,ygeD b2835 JW2803
3113,hisL,P60995,b2018 JW2000
3114,hybO,P69741,yghV b2997 JW2965
3115,rrrQ,P76159,arrQ ydfQ b1554 JW1546
3116,manB,P24175,cpsG rfbL b2048 JW2033
3117,metAS,P07623,metA b4013 JW3973
3118,metF,P0AEZ1,b3941 JW3913
3119,minC,P18196,b1176 JW1165
3120,mqsR,Q46865,ygiU b3022 JW2990
3121,moaA,P30745,bisA chlA chlA1 narA b0781 JW0764
3122,hcp,P75825,ybjW b0873 JW0857
3123,hemB,P0ACB2,ncf b0369 JW0361
3124,JW5928,P0CE62,JW5928
3125,intR,P76056,ydaP b1345 JW1339
3126,ispG,P62620,gcpE b2515 JW2499
3127,insD6,P0CF58,b4273 JW4230
3128,jayE,P75981,ymfP b1152 JW5170
3129,insZ,P30192,ychG b4573 JW1227/JW5883 b1239/b1240
3130,tmk,P0A720,ycfG b1098 JW1084
3131,lgoT,P39398,yjiZ yjjL b4356 JW4319
3132,ltaE,P75823,ybjU b0870 JW0854
3133,lpxB,P10441,pgsB b0182 JW0177
3134,metH,P13009,b4019 JW3979
3135,mscK,P77338,aefA kefA b0465 JW0454
3136,mscL,P0A742,yhdC b3291 JW3252
3137,mngR,P13669,farR g30 ybgB b0730 JW0719
3138,napB,P0ABL3,yejY b2203 JW5367
3139,nlpI,P0AFB1,yhbM b3163 JW3132
3140,fabR,P0ACU5,yijC b3963 JW3935
3141,galT,P09148,galB b0758 JW0741
3142,gspC,P45757,yheE b3324 JW3286
3143,gudX,Q46915,ygcY b2788 JW2759
3144,hcxB,P30178,ybiC b0801 JW0786
3145,kch,P31069,b1250 JW1242
3146,lit,P11072,b1139 JW1125
3147,mazG,P0AEY3,b2781 JW2752
3148,map,P0AE18,b0168 JW0163
3149,mltB,P41052,b2701 JW2671
3150,pdeB,P77473,ylaB b0457 JW5062
3151,paaX,P76086,ydbY b1399 JW1394
3152,nadR,P27278,nadI b4390 JW5800
3153,gntR,P0ACP5,b3438 JW5946
3154,gstA,P0A9D2,gst b1635 JW1627
3155,glpK,P0A6F3,b3926 JW3897
3156,htrE,P33129,b0139 JW0135
3157,idnR,P39343,yjgS b4264 JW4221
3158,rsfS,P0AAT6,rsfA slm3 ybeB b0637 JW5090
3159,trg,P05704,b1421 JW1417
3160,ispF,P62617,mecS ygbB b2746 JW2716
3161,gsk,P0AEW6,b0477 JW0466 A0A1V1IGN2 A0A1V1IGM6
3162,intB,P39347,b4271 JW4227
3163,insN1,P75679,b0255 JW5024
3164,katG,P13029,b3942 JW3914
3165,ldcA,P76008,ycgQ b1192 JW1181
3166,lpxM,P24205,msbB b1855 JW1844
3167,mepH,P76190,ydhO b1655 JW5270
3168,mglC,P23200,b2148 JW2135
3169,hisM,P0AEU3,b2307 JW2304
3170,hisP,P07109,b2306 JW2303
3171,hisG,P60757,b2019 JW2001
3172,malY,P23256,b1622 JW1614
3173,iap,P10423,b2753 JW2723
3174,ilvC,P05793,b3774 JW3747
3175,iscU,P0ACD4,nifU yfhN b2529 JW2513
3176,ilvY,P05827,b3773 JW3746
3177,insC6,P0CF45,b4272 JW4229
3178,insQ,P76102,tnpB ydcM b1432 JW5228
3179,kduI,Q46938,yqeE b2843 JW2811
3180,lspA,P00804,lsp b0027 JW0025
3181,pyrL,P0AD83,b4246 JW4205
3182,ycbZ,P75867,b0955 JW0938
3183,mhpC,P77044,b0349 JW0340
3184,mqo,P33940,yojH b2210 JW2198
3185,mnmG,P0A6U3,gidA trmF b3741 JW3719
3186,paaY,P77181,ydbZ b1400 JW1395
3187,nanM,P39371,yjhT b4310 JW5777
3188,gshB,P04425,gsh-II b2947 JW2914
3189,hyfG,P77329,b2487 JW2472
3190,ibaG,P0A9W6,yrbA b3190 JW3157
3191,mak,P23917,yajF b0394 JW0385
3192,mcrC,P15006,b4345 JW5789
3193,ibsB,C1P608,b4668 JW2058.2
3194,ibsC,C1P615,b4665 JW2879.1
3195,ibsD,C1P616,b4664 JW3023.1
3196,ibsE,C1P617,b4666 JW3023.2
3197,mdtK,P37340,norE norM ydhE b1663 JW1655
3198,matP,P0A8N0,ycbG b0956 JW0939
3199,intA,P32053,intX slpA b2622 JW2602
3200,insO2,Q47718,b4285
3201,dgkA,P0ABN1,dgk b4042 JW4002
3202,ivy,P0AD59,ykfE b0220 JW0210
3203,kbaZ,P0C8K0,agaZ yhaX b3132 JW3101
3204,kdsD,P45395,yrbH b3197 JW3164
3205,modC,P09833,chlD narD b0765 JW0748
3206,nadK,P0A7B3,yfjB yfjE b2615 JW2596
3207,mlaF,P63386,yrbF b3195 JW3162
3208,nanS,P39370,yjhS b4309 JW4272
3209,nemA,P77258,ydhN b1650 JW1642
3210,nlpA,P04846,b3661 JW3635
3211,pinQ,P77170,ydfL b1545 JW1538
3212,pinR,P0ADI0,ynaD b1374 JW1368
3213,plsY,P60782,ygiH b3059 JW3031
3214,ndk,P0A763,b2518 JW2502
3215,potC,P0AFK6,b1124 JW1110
3216,pifA,P96329,ECOK12F040
3217,elaD,Q47013,b2269 JW5840
3218,entB,P0ADI4,entG b0595 JW0587
3219,frvX,P32153,yiiI b3898 JW3869
3220,glaH,P76621,csiD gab ygaT b2659 JW5427
3221,glgC,P0A6V1,b3430 JW3393
3222,gpmI,P37689,pgmI yibO b3612 JW3587
3223,glnP,P0AEQ6,b0810 JW0795
3224,hdeD,P0AET5,yhiA b3511 JW3479
3225,idnO,P0A9P9,yjgU b4266 JW4223
3226,rdgB,P52061,yggV b2954 JW2921
3227,nudC,P32664,yjaD b3996 JW5548
3228,paoB,P77324,yagS b0285 JW0279
3229,ihfA,P0A6X7,hid himA b1712 JW1702
3230,tsr,P02942,cheD b4355 JW4318
3231,iscS,P0A6B7,nuvC yfhO yzzO b2530 JW2514
3232,JW5951,P0CE65,JW5951
3233,kdsA,P0A715,b1215 JW1206
3234,kdgT,P0A712,b3909 JW5560
3235,lpxD,P21645,firA omsA b0179 JW0174
3236,lptF,P0AF98,yjgP b4261 JW4218
3237,pheL,P0AD72,pheAE b2598 JW2579
3238,lysR,P03030,b2839 JW2807
3239,mepA,P0C0T5,b2328 JW2325
3240,metC,P06721,b3008 JW2975
3241,msrC,P76270,yebR b1832 JW1821
3242,pspG,P32696,yjbO b4050 JW5716
3243,nusA,P0AFF6,b3169 JW3138
3244,panC,P31663,b0133 JW0129
3245,pbl,Q46790,b2854
3246,mdaB,P0AEY5,mda66 b3028 JW2996
3247,mltC,P0C066,yggZ b2963 JW5481
3248,modA,P37329,b0763 JW0746
3249,narX,P0AFA2,narR b1222 JW1213
3250,nagK,P75959,ycfX b1119 JW1105
3251,nac,Q47005,b1988 JW1967
3252,nirC,P0AC26,b3367 JW3330
3253,nhaR,P0A9G2,antO b0020 JW0019
3254,nudI,P52006,yfaO b2251 JW2245
3255,nuoN,P0AFF0,b2276 JW2271
3256,paaC,P76079,ydbP b1390 JW1385
3257,paaG,P77467,ydbT b1394 JW1389
3258,panD,P0A790,b0131 JW0127
3259,phnF,P16684,b4102 JW4063
3260,phnD,P16682,psiD b4105 JW4066
3261,peaD,P77528,ybcD b4508
3262,hipB,P23873,b1508 JW1501
3263,hokA,P37305,yiaZ b4455 JW3526
3264,infC,P0A707,fit srjA b1718 JW5829
3265,ispA,P22939,b0421 JW0411
3266,kefC,P03819,trkC b0047 JW0046
3267,leuO,P10151,b0076 JW0075
3268,ldrB,Q6BF87,b4421 JW5958
3269,lolB,P61320,hemM ychC b1209 JW1200
3270,mdtH,P69367,yceL b1065 JW1052
3271,mdlB,P0AAG5,mdl b0449 JW5061
3272,murB,P08373,yijB b3972 JW3940
3273,nrfA,P0ABK9,b4070 JW4031
3274,ompN,P77747,ynaG b1377 JW1371
3275,phnL,P16679,b4096 JW4057
3276,ybdK,P77213,b0581 JW0570
3277,gcl,P0AEP7,b0507 JW0495
3278,hcxA,P45579,ybdH b0599 JW0592
3279,menE,P37353,b2260 JW2255
3280,mntP,P76264,yebN b1821 JW5830
3281,mreB,P0A9X4,envB rodY b3251 JW3220
3282,mreD,P0ABH4,b3249 JW3218
3283,mtlD,P09424,b3600 JW3574
3284,nanA,P0A6L4,npl b3225 JW3194
3285,narP,P31802,b2193 JW2181
3286,nadD,P0A752,ybeN b0639 JW0634
3287,nmpC,P21420,phmA b0553
3288,sucA,P0AFG3,b0726 JW0715
3289,pdeH,P37646,yhjH b3525 JW3493
3290,lsrG,P64461,yneC b1518 JW1511
3291,lpxL,P0ACV0,htrB waaM b1054 JW1041
3292,trpL,P0AD92,trpEE b1265 JW1257
3293,mdtF,P37637,yhiV b3514 JW3482
3294,mgrB,P64512,yobG b1826 JW1815
3295,motB,P0AF06,b1889 JW1878
3296,nanR,P0A8W0,yhcK b3226 JW3195
3297,nfrA,P31600,b0568 JW0557
3298,nohD,P31062,nohB b0560 JW0549
3299,nrfE,P32710,yjcL b4074 JW4035
3300,oppA,P23843,b1243 JW1235
3301,pdeF,P77172,yfgF b2503 JW2488
3302,oxyR,P0ACQ4,momR mor b3961 JW3933
3303,mrcA,P02918,ponA b3396 JW3359
3304,focA,P0AC23,ycaE b0904 JW0887
