,Unnamed: 0,Target,coact,corep,Coef.Acts,Coef.Reps,Coef.coActs,Coef.coReps,R2,RMSE,interactions,coop,MergeScore
1886,1014641,YDR300C,YDR266C,YIL154C YKL038W YMR053C,0.392756362059965,0.458204629738679 0.440896996536945,,"-0,00893865698528361","0,81672225510628","0,406003144271182",0,0,"0,272240751702093"
1887,1019306,YOR323C,YBR066C YPL129W,YFL044C YFR034C YPL230W,2.69982212459162 2.76107474945597,0.252618207559656,"-0,288571374466644","-0,00446066180327652","0,678076012791089","0,382956802445003",0,"0,25","0,309358670930363"
1888,1020398,YGR006W,YFL044C YIL122W YJL089W,YDR146C YML027W,-0.0878060432720014 0.179208003703747 -0.427750784057086,0.123812696962365 -0.427750784057086 0.179208003703747,"0,0041218492949977","-0,021478496803766","0,615059786001982","0,368333293483672",0,0,"0,205019928667327"
1889,1021047,YDR243C,,YIR017C YKL038W YDR169C,,-0.576861060516846 -0.600927815527357 -0.63284434202019,,"0,00659324764991748","0,44109112850148","0,339632087605251",0,0,"0,14703037616716"
1890,1021918,YGR075C,YFR028C YGR063C YLR183C,YKL038W YGR067C YML081W,-0.0258957321851991 -0.224289920263964 -0.371602027302648,-0.237889438489629 -0.371602027302648,"0,00366583605020215","-0,0009768447773302","0,565293241746665","0,315715081755715","0,166666666666667",0,"0,243986636137777"
1891,1024258,YDR473C,YDR009W YFL044C YER161C,YKL062W,0.126767871113338 0.182861285328443 0.405269510331275,-0.330835051872439,"-0,000818552466800015",,"0,714588206232218","0,307232836651166",0,0,"0,238196068744073"
1892,1032455,YDR235W,YFR028C YDR266C,YDR277C YFL044C YFR034C,1.0359370085331 1.69465200078649,0.655738172756054,"-0,131840491759547","-0,00692561608120833","0,487476004248161","0,377294694122939",0,"0,25","0,245825334749387"
1893,1037960,YGL120C,YBL054W,YJL103C YDL020C YGR067C,0.491752159609558,0.171677797632855 0.205790989004927,,"-0,00626843016923502","0,818560715594576","0,43916580675922",0,0,"0,272853571864859"
1894,1038093,YAL032C,YDR277C YHL020C YKL038W,YGR063C YCR018C,-0.130363330012322 0.0474193961979108 -0.0416646670513781,0.399779679620098 -0.0416646670513781 0.0474193961979108,"0,00285177521237554","-0,0339933257397815","0,68571131923637","0,293796793833094",0,0,"0,228570439745457"
1895,1038208,YBR237W,YDR253C YIR019C YLR136C,YGR063C YDR451C,0.018508782007166 -0.0194465817687019 -0.0736932696504319,-0.461221150094975 -0.0736932696504319 -0.0194465817687019,"0,000754075441148764","0,0287767176897629","0,501322170014076","0,351642646572023",0,0,"0,167107390004692"
1896,1038307,YHR165C,YGL197W YKL038W YML081W,YGR063C YCR018C,0.502946336060188 0.336885135039244 0.754016175321136,-0.115280380261283 0.754016175321136 0.336885135039244,"-0,00356594555612371","-0,00419949761747132","0,835251100559963","0,270557027194361",0,0,"0,278417033519988"
1897,1038422,YDL214C,YGR067C,YDR146C,0.757494511544604,-0.080292330658706,,,"0,686891273426665","0,985395191730235","0,5",0,"0,395630424475555"
1898,1040396,YKL181W,YFR028C YDR266C,YFL044C YFR034C YDR169C,-2.02735770693926 -1.96588801079015,0.240909515476041,"0,244697133256399","-0,00359529178819896","0,588915371591762","0,365132868226858",0,"0,25","0,279638457197254"
1899,1042368,YHL011C,YFR028C YDR266C,YFL044C YFR034C YPL230W,-2.77158284800774 -2.83276556237128,0.255021088306596,"0,339287454848268","-0,00378607079690212","0,521968397172871","0,445712534826746",0,"0,25","0,257322799057624"
1900,1043881,YBL068W,YFR028C YDR266C,YFL044C YFR034C YIL101C,0.425862557172084 0.228689927647742,0.36186091753108,"-0,00963724402544403","-0,00384698099965956","0,604271739653971","0,521717036512721",0,"0,25","0,284757246551324"
1901,1044315,YOL061W,YFR028C YDR266C,YOL089C,1.64790973052562 1.68729253734749,-0.209591201389085,"-0,1586821579339",,"0,57611090613169","0,358140384409656","0,333333333333333",0,"0,303148079821674"
1902,1050234,YOR361C,YFR028C YDR266C,YMR053C YLR136C YGL096W,1.33638654329079 1.90172621481039,-0.296617984619688,"-0,156489538712895","-0,00175599782321857","0,857252660173844","0,319329401409132",0,0,"0,285750886724615"
