Alias_3;Gene_name;Alias_1;Alias_2;Rule
b3736;AtpF;atpf;atpF;
b3737;AtpE;atpe;atpE;
b3738;AtpB;atpb;atpB;
b3739;AtpI;atpi;atpI;
b3743;AsnC;asnc;asnC;( NOT ( asn-L(e)>0 ) AND ((GlnG AND GlnB AND GlnD) AND RpoN) )
b3744;AsnA;asna;asnA;(NOT (asn-L(e)>0) AND AsnC)
b3748;RbsD;rbsd;rbsD;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT(RbsR))
b3749;RbsA;rbsa;rbsA;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT(RbsR))
b3750;RbsC;rbsc;rbsC;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT(RbsR))
b3751;RbsB;rbsb;rbsB;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT(RbsR))
b3752;RbsK;rbsk;rbsK;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0))) AND NOT(RbsR))
b3753;RbsR;rbsr;rbsR;( NOT ( rib-D(e)>0 ) )
b3767;IlvG_1;ilvg_1;ilvG_1;(NOT(leu-L(e)>0 OR ile-L(e)>0 OR val-L(e)>0) AND Lrp)
b3768;IlvG_2;ilvg_2;ilvG_2;(NOT(leu-L(e)>0 OR ile-L(e)>0 OR val-L(e)>0) AND Lrp)
b3769;IlvM;ilvm;ilvM;(NOT(leu-L(e)>0 OR ile-L(e)>0 OR val-L(e)>0) AND Lrp)
b3770;IlvE;ilve;ilvE;
b3771;IlvD;ilvd;ilvD;
b3772;IlvA;ilva;ilvA;
b3773;IlvY;ilvy;ilvY;(NOT val-L(e)>0 )
b3774;IlvC;ilvc;ilvC;(IlvY)
b3784;WecA;weca;wecA;
b3786;WecB;wecb;wecB;
b3787;WecC;wecc;wecC;
b3788;RffG;rffg;rffG;
b3789;RffH;rffh;rffH;
b3790;WecD;wecd;wecD;
b3791;WecE;wece;wecE;
b3793;WecF;wecf;wecF;
b3794;WecG;wecg;wecG;
b3803;HemX;hemx;hemX;
b3804;HemD;hemd;hemD;
b3805;HemC;hemc;hemC;
b3806;CyaA;cyaa;cyaA;(NOT Crp)
b3809;DapF;dapf;dapF;
b3821;PldA;plda;pldA;
b3825;PldB;pldb;pldB;
b3828;MetR;metr;metR;(NOT (met-L(e)>0))
b3829;MetE;mete;metE;((NOT MetJ) AND MetR)
b3831;Udp;udp;udp;(NOT (CytR) OR Crp)
b3833;UbiE;ubie;ubiE;
b3835;UbiB;ubib;ubiB;
b3843;YigC;yigc;yigC;
b3845;FadA;fada;fadA;(NOT (( NOT (ttdca(e)>0 OR hdca(e)>0 OR ocdca(e)>0) )) OR NOT (ArcA))
b3846;FadB;fadb;fadB;(NOT (( NOT (ttdca(e)>0 OR hdca(e)>0 OR ocdca(e)>0) )) OR NOT (ArcA))
b3849;TrkH;trkh;trkH;
b3850;HemG;hemg;hemG;
b3868;GlnG;glng;glnG;(NOT (nh4(e)>2))
b3869;GlnL;glnl;glnL;(ON)
b3870;GlnA;glna;glnA;(Crp AND RpoN)
b3892;FdoI;fdoi;fdoI;((o2(e)>0) OR ((NOT (o2(e)>0) AND (no3(e)>0))))
b3893;FdoH;fdoh;fdoH;((o2(e)>0) OR ((NOT (o2(e)>0) AND (no3(e)>0))))
b3894;FdoG;fdog;fdoG;((o2(e)>0) OR ((NOT (o2(e)>0) AND (no3(e)>0))))
b3902;RhaD;rhad;rhaD;(RhaS OR (RhaS AND Crp))
b3903;RhaA;rhaa;rhaA;(RhaS OR (RhaS AND Crp))
b3904;RhaB;rhab;rhaB;(RhaS OR (RhaS AND Crp))
b3905;RhaS;rhas;rhaS;(RhaR)
b3906;RhaR;rhar;rhaR;(rmn(e)>0)
b3907;RhaT;rhat;rhaT;(RhaS OR (RhaS AND Crp))
b3908;SodA;soda;sodA;(NOT (ArcA OR Fur) OR (MarA OR Rob OR SoxS))
b3909;KdgT;kdgt;kdgT;(NOT KdgR)
b3912;CpxR;cpxr;cpxR;(Stress)
b3916;PfkA;pfka;pfkA;
b3917;Sbp;sbp;sbp;(CysB)
b3918;Cdh;cdh;cdh;
b3919;TpiA;tpia;tpiA;
b3926;GlpK;glpk;glpK;((NOT((glcn(e)>0) OR (glc-D(e)>0) OR (arab-L(e)>0) OR (xyl-D(e)>0) OR (rib-D(e)>0) OR (mal-L(e)>0) OR (glyc(e)>0) OR (sbt-D(e)>0) OR (lac-D(e)>0))) AND (NOT(GlpR)))
b3927;GlpF;glpf;glpF;
b3929;MenG;meng;menG;
b3930;MenA;mena;menA;
b3934;CytR;cytr;cytR;(cytd(e)>0)
b3938;MetJ;metj;metJ;(met-L(e)>0)
b3939;MetB;metb;metB;(NOT MetJ)
b3940;MetL;metl;metL;(NOT MetJ)
b3941;MetF;metf;metF;
b3942;KatG;katg;katG;((Growth>0) AND OxyR AND RpoS)
b3945;GldA;glda;gldA;
b3946;TalC;talc;talC;
b3951;PflD;pfld;pflD;(ArcA OR Fnr)
b3952;PflC;pflc;pflC;(ArcA OR Fnr)
b3956;Ppc;ppc;ppc;
b3957;ArgE;arge;argE;(NOT ArgR)
b3958;ArgC;argc;argC;(NOT ArgR)
b3959;ArgB;argb;argB;(NOT ArgR)
b3960;ArgH;argh;argH;(NOT ArgR)
b3961;OxyR;oxyr;oxyR;(h2o2(e)>0)
b3962;SthA;stha;sthA;
b3966;BtuB;btub;btuB;
b3967;MurI;muri;murI;
b3972;MurB;murb;murB;
b3973;BirA;bira;birA;(btn(e)>0)
b3974;CoaA;coaa;coaA;
b3990;ThiH;thih;thiH;
b3991;ThiG;thig;thiG;
b3992;ThiF;thif;thiF;
b3993;ThiE;thie;thiE;
b3994;ThiC;thic;thiC;
b3997;HemE;heme;hemE;
b4005;PurD;purd;purD;(NOT (PurR))
b4006;PurH;purh;purH;
b4013;MetA;meta;metA;(NOT (MetJ) OR MetR)
